is_duplicate,spanish_sentence1,spanish_sentence2
0,por que mi paquet esta bloqu el pais original,el paquet que ped dic que fue entreg a otro pais
1,si el product de mi ped se coloc en europ y quier lleg a finlandi deb pag impuest,tendr que pag impuest
1,necesit contact con una person real,y habl con una person real
0,com envi imagen,com envi prueb de ident
0,siempr reembols el progres,el vendedor siempr esta fuer de line y no esta respond mis mensaj
1,entend mi problem si o no,eva entend mi pregunt
1,com dej comentari en la tiend del vendedor,com pued dej una mal calif par el vendedor
0,acab de leer que has rechaz mi apel,he abiert una disput par mi ped per el proveedor ha rechaz la solicitud de reembols
0,eva no he recib inform de envi y seguimient en mi ped tambien he envi un mensaj al vendedor 2 vec en los ultim dias y no he recib una respuest,teng algun pregunt
1,no pued pag mi articul,no pued pag mi ped
1,por que no pued sub fot en mi disput,por que no pued sub fot
1,hol he orden un articul y el mont fue carg dos vec,me cobr dos vec que pued hac
1,deb solicit un product de alemani entreg en finlandi teng que pag mis impuest e impuest,pag impuest sobr mi compr
0,añad comentari adicional,por favor agreg una factur
0,com inform a un vendedor de fraud,com inform abus a comentari
0,todav no escuch nad sobr el contact mij que ten antes,que suced en mi disput ya que todav no teng reembols
0,podr rastr el estad de la orden,podr llam
1,com cancel el ped,com cancel mi ped
0,estoy trat de compr un articul con un cupon de descuent de 50 per cuand voy a pag dig que no teng ningun cupon aunqu hic clic en el cupon mutipl tim,estoy trat de hac un ped per cuand hag clic en compr ahor no pas nad
0,acab de leer que has rechaz mi apel,me acab de unir y no he recib mi corre electron de confirm
0,com agreg vide a la disput,com agreg product a la list de dese
1,no se pued pag en efect,pued pag su ped con efect
0,orden larg tiemp,cuant tiemp es el tiemp de proces
1,quier hac un ped per no pued,por que no pued hac un ped
0,hol desd ayer no pued pag mi tarjet tod en el banc esta bien,quier pag con mi tarjet bancari
0,la orden esta baj el corre electron incorrect,mi ped fue congel despues de la verif del ped el vendedor relacion esta baj investig
0,mi sistem va direct a pag,pag una vez per el diner sal com pag dos vec
1,me recib mis product per he pag por los product,he ped product per no recib mi ped
1,quier habl con el trabaj,quier habl con una person en viv
0,entonc com pued hac eso,no teng tarjet de vis com pued compr
0,com recuper un cupon,com obteng un cupon par un descuent de 25
1,no obteng mi ped,no recib mi ped
0,mi nombr es bill,sab mi nombr
1,no pued inici sesion en mi cuent,teng un problem de inici de sesion
0,y aun no ha recib el articul,he recib el ped per el articul no funcion
0,conf su direccion de corre electron,he esper demasi par verific mi direccion de corre electron me pued envi una nuev
1,com cambi a contraseñ,com pued recuper mi contraseñ
1,eva quier habl con human,quier habl con un emple
0,dond estan mis articul aun no he recib mi ped,no he recib un reembols parcial de mi ped
0,teng una apel en proces,ya lo he hech
0,quier compr vari articul de un vendedor per despues de compr mas que el sistem me cobr por el envi el vendedor ajust el preci per mi sistem no me permit hac porqu no pued orden el articul y pag mas tard ayud,pued compr mas de un articul al mism tiemp
1,no se pued hac un ped,no pued hac un ped
0,me gust sab sobr el arancel adicional que es com pued usar,me gust sab com pued pag un articul
0,mis formulari y document no van,estoy ten problem con mi pag
0,dond envi mi licenci de conduc y la inform de mi tarjet de credit par prob quien soy,dond encuentr inform sobr disput
0,apel por disput,por que no hay mi apel
0,deb tom el paquet yo sol,no tom mi vis llam a los banc y me dijeron que deb funcion
0,hol quier compr algo per el vendedor tien que ajust el preci mi sistem funcion automat y no permit que el vendedor se ajust por favor ayud,que suced si el vendedor no quier cancel mi ped
0,hol com pued agreg fot,cuant articul pued agreg al carrit de compr
0,com report al vendedor,com inform abus a comentari
1,habl contig lueg,quier habl contig
1,diner no devuelt,nunc devolv mi diner
1,envi el pag a paypal,tom paypal
0,quier recuper ped elimin,quier que mis ped se envi junt a mi direccion
1,no porqu no quier ayud,usted no me pued ayud
0,com elimin la tarjet,com elimin bien ya recib
1,entonc podr ayud,teng un problem con mi orden usted me podr ayud
1,el numer de seguimient no se actualiz,por que el numer de seguimient no es val
0,me han mostr este mensaj antes fui a una pagin y me sent alli no pas nad,no he recib nad
0,cancel mi orden,necesit cancel el ped en mi ped no hay opcion de cancel
0,necesit ayud con mi apel,necesit ayud en mi orden
0,la transaccion se complet,disput abiert par ped complet
0,acab de enviart un corre electron par que verifiqu mi tarjet de credit,si mi orden no es verific me devolv mi diner
0,no pued escrib ingles,dond escrib una quej
0,com verific el nivel de membres,com pued cancel mi membres
0,por ejempl esta tiend com encontr el envi del articul de ee uu,tamañ de rusi de ee uu
0,elimin los detall de mi tarjet,com pued encontr los detall de mi ped
0,por que los punt de recompens estan baj,que es punt dispon
0,no recib el reembols,no recib la factur
1,la fech limit ha expir y no pued abrir una disput,com pued abrir una disput si la orden esta complet
1,es esto un ser human,quier obten human
1,com hac el ped,quier hac un ped
1,que pas si no obteng mi reembols,cuand recib mi reembols
0,com dej comentari en la tiend del vendedor,com agreg la tiend del vendedor al favorit
0,no me entiend,entiend chin
0,por que esta convers sig desaparec,por que no funcion trademanag
0,dond pued encontr una inform par una disput rechaz,dond pued encontr el cupon del vendedor
0,quer teng que pag una gran cantid per no teng los comentari adecu,teng que pag mas
0,me ayud,te cas conmig
1,com extend la proteccion de los comprador,quier extend la compr de proteccion
1,me pus en contact con el vendedor per aun no me respond,me he puest en contact con mi proveedor sobr un product per no ha respond a mi pregunt
0,com revis mis punt de recompens,com revis mi ped
0,guard tarjet de credit,tip de tarjet de credit compat
0,teng una cuent y no pued volv a conect y quier hac un ped y ten una factur,si hag un ped hoy pued ten mañan
0,confirm de tarjet de credit,algui uso mi tarjet de credit
0,com uso el servici de garant,com uso las moned
0,mi carrit esta vaci,no pued agreg el articul a mi carrit
0,chat ahor no funcion,chat con un agent
0,quier hac un ped per no pued,quier hac el ped en la tiend local
1,quier usar otro metod de pag,usar otro metod de pag
0,com usar el cupon del vendedor,com usar el cupon de nuev
0,no pued abrir la orden de seguimient,com pued abrir una disput con una orden cerr
0,no pued ingres mi tarjet de credit,com pued pag mi tarjet de credit por los bien
0,com pued report un vendedor de fraud,com pued proteg del fraud
1,hol quier pregunt por que mis ped estan siend cerr,por que mi ped esta cerr
0,cre que mi numer de seguimient es fals,teng un numer de seguimient par mi ped
1,com confirm los bien,com pued confirm el ped
0,me gust sab por que algun product o ya no estan dispon,por que el metod de pag que quier usar no esta dispon
0,mi tarjet ha sid utiliz por algui,esta direccion de corre electron ha sid utiliz ingres otra direccion de corre electron
0,hol cancel mi ped cuant tiemp me llev recuper mi diner,pued recuper mi diner cuand se cancel el ped
0,no teng mis dos orden el seguimient dic que la entreg fall quier un reembols,quier que mis ped se envi junt a mi direccion
1,dond pued usar mi reembols,dond pued obten mis detall de reembols
0,hic un ped y lo cancel per me dedujeron,necesit una factur por un ped que coloqu
1,hol me pued ayud por favor ten el tiemp,usted me podr ayud por favor
0,mis bien lleg direct a mi man o tendr que ir a la oficin de aduan,ya pag mi ped y el proveedor no tien los product
0,ten problem par inici sesion,teng problem par cre una cuent
0,hol me gust sab com patrocin a un amig,me gust sab com pued cancel mi ped
0,no se trat de la orden de seguimient,se trat de mi orden
0,com pued hac un ped per no pag porqu el vendedor deb cambi el premi antes de pag,hay algun otra form en que pued hac el ped y pag con mi tarjet de credit
1,eres human necesit ayud,necesit ayud
0,vari vec hag esta mism quej ya fui al banc y no hay reembols la ultim vez que se me ofrec verific per no he recib una respuest,quier compr vari product del mism vendedor
0,se acab el tiemp el vendedor no devuelv y no reembols el diner,recib un reembols automat si el vendedor no envi mi ped
0,com cancel una cuent,com cancel una disput
1,com pod habl con las person en este servici,pued habl portugues
0,no pued dej comentari porqu la pagin esta cubiert de text pid que pong estrell,com cambi estrell de comentari
1,quier pag,quier pag por un ped
0,mi email es,pregunt por corre electron de contact
1,necesit mi reembols,necesit ayud con un reembols
0,hag el pag per aun no hay envi,com realiz el pag con tef
0,traj algo y lo tien asi que necesit mi reembols,teng una disput y la compañ no ha hech nad par resolv el problem
0,no hay nadi en line par ayud,entonc nadi me ayud
1,mi envi cancel,mi orden fue cancel cual es el problem
1,com obten la factur,necesit una factur con los bien compr y el valor com lo consig
0,buen dias hic tod el proced de devolu de la solicitud deb a la demor en lleg per ahor en la mañan la solicitud acab de lleg a mi cas que proced segu ahor el reembols aun no esta en mi cuent pued cancel el reembols yc,ahor ten un corre electron que dec que mi ped se cancel porqu no pag
0,com seleccion el cupon seleccion,no pued usar el cupon select
0,no recib bien per no pued abrir la disput,la disput se intensific per recib los bien com cerr
1,necesit abrir una disput,quier abrir una disput
0,com verific si el vendedor es confiabl,com consult el perfil de comentari de un vendedor
0,cuand abro una disput,no pued abrir una disput
0,tod el tiemp dic que me vas a devolv per no hac,voy a matart
0,com carg una fot,por que no pued sub fot
0,dic que no me comuniqu,sig dic que no teng cuent
0,hol com pued agreg fot en mis comentari,com pued agreg a la list de dese
0,pued dec cuand solicit mi ped me 20170522 1205 hol ya he escrit dos vec que no ha recib mi ped y has hech tramp dos vec,pued verific por mi y dec que esta pas con mi orden
0,8 de may envi un telefon par regres a la direccion indic y todav no se nad y nadi me contact,com se si envi los articul o no
0,dond esta la pagin del cupon,dond obteng la pagin de pag
0,sol quier recuper mi diner esa es mi unic pregunt,yo sol habl rusi
0,he estad usand americ express hast que expir,he sid engañ
0,me gust pon en contact con el respons de marketing en sueci,me gust sab cuand obtendr mi reembols
0,no pued inici sesion olvid mi contraseñ y no pued encontr el codig de verif en mi corre electron intent algun vincul ya,com encuentr mi codig de verif
1,hol recib un masaj a traves de la aplic del telefon que mi ped entreg per el articul que no recib,no recib mi ped
1,el envi que solicit me no vin porqu fue reemplaz por otro product,compr un product y no hay ven a mi pais
1,com pued pon en contact con usted,com pued contact por corre electron
0,hol me gust unirm a su program de afili y me gust utiliz mi canal de youtub pued usar mi enlac de canal de youtub par el siti web,recib un cupon de descuent me gust sab com pued usarl
0,estoy dic que sol nos llev dolar,estoy trat de hac un ped per sig dic error
0,metod de envi rap,que metod de envi es mejor
0,hay un problem con el sistem,antes del sistem de verif
