is_duplicate,spanish_sentence1,spanish_sentence2
0,teng una dud con respect a una compr que aun no lleg,"teng una dud sobr los cost de aduana, ¿en que valor estan tas"
1,teng una pregunt quier habl con un human,necesit habl con una persona.
0,teng una solicitud en apelacion y todavi no esta resuelt,es esta una pagin legitim
0,teng vari ped que compr desd juli y no los he recib,necesit cancel los ped que he hecho.
1,teni que lleg hoy el ped y no ha lleg,el ped aun no ha llegado.
0,ten que recib respuest entre el miercol y hoy,quier cancel el ped y recib un reembolso.
0,tiemp resolv apel,teng una disput sin resolver.
0,todavi no lleg mi product,"si pid ahor con ups, ¿en cuant dias lleg el articul a mi pais"
0,"tras pon en contact con el vendedor, par el reembols del pedido. no recib respuesta...!!!",cuand recib el reembols tras abrir disput
0,tu banc sospech que exist fraud en esta transaccion. sugerent contact con el banc emisor de tu tarjeta.,he cancel un pedido. ¿est mi diner en el banc
0,tu respuest anterior no la comprend,por que estoy esper la respuest de la otra part
0,un human que me respond,ahor me ha lleg un email que dic que mi ped ha sid cancel porqu no pague.
0,un human que me respond,por que me cobr dos vec por un articul que compr
0,un ped no lleg correct,pued cancel un ped
0,un vendedor me cobr de mas en el envi,"si el ped esta cerr por razon de seguridad, ¿aun se cobr el pag"
0,un vendedor me cobr de mas en el envi,el vendedor me envi el paquet por envi gratuit en lug de ems.
0,val esper un par de dias,cuant val un product
0,val esper un par de dias,no teng un numer de seguimiento.
0,valor un ped ya cerr,"ya he abiert una disputa, per usted la han cerrado."
0,voy a compr un product y no me dej a la hor de pag,acab de compr un product y necesit que lo envi a una direccion diferente.
0,voy a devolv un ped com lo teng q hac,"pag un ped y esta congelado, ¿qu teng que hac"
0,y al pon en contact con vosotr cre que por error os he dad un numer de ped incorrect,que pued hac si he hech un ped por error
0,y com cancel un ped ya que ha pas bastant y no sal del pais de orig,compr un product y no vin a mi pais.
0,y cuand se me har efect el reembols,necesit sab cuand se me entreg el pedido.
1,y el product que me envi lleg defectu,mi product esta defectuoso.
0,y el product que me envi lleg defectu,me envi la tall equivocada.
0,y el product que me envi lleg defectu,el vendedor me pid que confirm la entreg antes de envi el producto.
0,y el vendedor a acced a devolv el diner,cuant tard en devolv el diner de una transaccion fall
0,y el vendedor no contest hac ya una seman atras,"abri una disputa, per el vendedor la rechaz y se qued con mi dinero."
0,y el vendedor no me da solucion,el vendedor dij que no hab stock y me pid cancelarlo.
0,y estoy reclam un reembols,estoy intent hac un ped y no hay suerte.
0,y estoy reclam un reembols,estoy busc un producto.
0,y le he dad a recib y no se borr,pag mi ped y no lo he recibido.
0,y me sal una pagin que dic que mi sesion finaliz,dic que mi cuent no existe.
0,y necesit mi diner de regres,necesit cambi mi direccion de email.
0,y no me han realiz el desembols,"he pag mi ped y me han ped que pag otra vez, ¿qu hag"
0,y no me sali la cuent de paypal,abro una nuev cuent y no me dej compr cos aqui.
0,y no me sali la cuent de paypal,me he registr y necesit mi cupon de nuev miembro.
0,y sab el nombr y telefon de la person encarg de la entreg del product,com se comp la tall asiat y la de uk
0,y yo cancel x medi de west union,"he intent pag con western union, per el numer de cuent no es correcto."
0,y yo cancel x medi de west union,transferent bancari y western union no aparec com metod de pag en la pagin de pago.
0,y yo cancel x medi de west union,com cancel mi ped despues de hac
0,y yo cancel x medi de west union,por que el pag recib es menor de lo que yo pag
0,ya exced el tiemp de la disput,el temporiz del tiemp restant antes de una disput parec extraño.
0,ya exced el tiemp de la disput,no he recib el reembols despues de que finaliz la disputa.
0,ya he intent vari vec durant vari dias hac mi ped y en el moment del pag me marc error,por que me cobr dos vec en mi cuent del banc por el ped
0,ya he pag en el banc la sum acord per esta no se ha reflej en el status del ped,he especific la direccion. ¿recib el paquet en esta direccion
0,ya he pag en el banc la sum acord per esta no se ha reflej en el status del ped,com pued el vendedor cambi la sum del ped
0,ya hic eso y sig sin recib ayud,quier cancel mi ped y recib reembolso.
0,ya hic mi reclam de un product que lleg mal,dond lleg a la pagin de pag
0,"ya hic tod ese proces y a la fech no he recib ni product y reembolso,",ya he pag el ped y aparec com ped sospechoso.
0,ya intent restablec y no me lleg el corre,com se cuand lleg el ped a mi pais
0,ya le envi mensaj per no me respond,"quier cancel el pedido, per el vendedor no responde."
0,ya le inform a mi vendedor y no he recib respuest,"ped cancel por el vendedor, y no he recib el dinero."
0,ya lo hech y no funcion,"quier compr un vest hech a medida, ¿com lo hag"
0,ya lo hech y no funcion,"ya he pagado, per aparec com que no lo hice."
0,"ya lo hice,,,,, le estoy dic que esta por cuent del transport",estoy esper a que se complet la mediacion. ya llev meses.
0,"ya lo hice,,,,, le estoy dic que esta por cuent del transport",hic clic en la solucion del vendedor por accidente.
0,ya no hay proteccion al comprador...n pued abrir disputa. el vendedor no quier devolv mi diner,que pas si el vendedor no quier cancel mi ped
0,ya pud realiz el ped graci,"no pud hac el pag con mi tarjet vis de debito, ¿pued ayudarme, por favor"
0,ya que a yo pag es por western y no con target,no acept mi pag en western union. la razon es que el numer de cuent no es correcto.
0,"yo no he abiert ningun disputa,",por que han confirm mi ped si he abiert una disput
1,"yo quier cancel el ped per no aparec en mia pedidos, no pued realiz la accion por que no aparec en mi cuent",mi ped no aparec baj la pestañ mis pedidos.
1,yo quier mi diner nad mas,quier que me devuelv mi dinero.
0,yo quier mi diner nad mas,por que mi cest dic que no hay nad dispon
0,yo quier sab q pas con mi pag,quier sab el estad de mi reclamacion.
1,yo sol quier habl con un agent,necesit habl con un representante.
1,yo sol quier habl con un agent,sol quier realiz el ped de un product instantaneamente.
0,com pued proteg par que no hag ningun compr,cuant dias par que mi compr lleg a mi pais
0,porqu siempr me mand el mism corre,el vendedor esta siempr offlin y no respond mis mensajes.
0,pued usted comunic con el vendedor,pued ayud con el numer de cuent bancari que usan
0,pued devolv un product por corre ordinari,com pued ped un product
0,que deb hac par sab si me van a hac el envi,com pued hac que me devuelv el diner
0,quier sab si estas envi bat a brasil,me gust sab si acept americ express.
0,a mi ped le falt el asa pequeñ,he recib el mensaj de que algun product fueron cancel por falt de pago.
0,a que mail pued mand mis disput,no pued hac el seguimient de mis product con el codig que me dio el vendedor.
0,a que mail pued mand mis disput,com pued pag mis compr
0,abri una disput buen eso cre,com cancel una disput
